,genre,artist,song,lyrics
54,Rhythm and Blues,Ray Charles,What'd I S,Come and love your daddy all night long
55,Rhythm and Blues,Ray Charles,What'd I S,"All right now, hey hey, all right"
56,Rhythm and Blues,Ray Charles,What'd I S,See the girl with the diamond ring
57,Rhythm and Blues,Ray Charles,What'd I S,She knows how to shake that thing
58,Rhythm and Blues,Ray Charles,What'd I S,"All right now now now, hey hey, hey hey"
59,Rhythm and Blues,Ray Charles,What'd I S,"Tell your mama, tell your pa"
60,Rhythm and Blues,Ray Charles,What'd I S,I'm gonna send you back to Arkansas
61,Rhythm and Blues,Ray Charles,What'd I S,"Oh yes, ma'm, you don't do right, don't do right"
62,Rhythm and Blues,Ray Charles,What'd I S,"Aw, play it boy"
63,Rhythm and Blues,Ray Charles,What'd I S,When you see me in misery
64,Rhythm and Blues,Ray Charles,What'd I S,"Come on baby, see about me"
65,Rhythm and Blues,Ray Charles,What'd I S,"Now yeah, all right, all right, aw play it, boy"
66,Rhythm and Blues,Ray Charles,What'd I S,When you see me in misery
67,Rhythm and Blues,Ray Charles,What'd I S,"Come on baby, see about me"
68,Rhythm and Blues,Ray Charles,What'd I S,"Now yeah, hey hey, all right"
69,Rhythm and Blues,Ray Charles,What'd I S,See the girl with the red dress on
70,Rhythm and Blues,Ray Charles,What'd I S,She can do the Birdland all night long
72,Rhythm and Blues,Ray Charles,What'd I S,"Yeah yeah, what'd I say, all right"
73,Rhythm and Blues,Ray Charles,What'd I S,"Well, tell me what'd I say, yeah"
74,Rhythm and Blues,Ray Charles,What'd I S,Tell me what'd I say right now
75,Rhythm and Blues,Ray Charles,What'd I S,Tell me what'd I say
76,Rhythm and Blues,Ray Charles,What'd I S,Tell me what'd I say right now
77,Rhythm and Blues,Ray Charles,What'd I S,Tell me what'd I say
78,Rhythm and Blues,Ray Charles,What'd I S,Tell me what'd I say yeah
80,Rhythm and Blues,Ray Charles,What'd I S,And I wanna know
81,Rhythm and Blues,Ray Charles,What'd I S,Baby I wanna know right now
82,Rhythm and Blues,Ray Charles,What'd I S,And-a I wanna know
83,Rhythm and Blues,Ray Charles,What'd I S,And I wanna know right now yeah
84,Rhythm and Blues,Ray Charles,What'd I S,And-a I wanna know
85,Rhythm and Blues,Ray Charles,What'd I S,Said I wanna know yeah
86,Rhythm and Blues,Ray Charles,What'd I S,"Hey, don't quit now! (c'mon honey)"
87,Rhythm and Blues,Ray Charles,What'd I S,"Naw, I got, I uh-uh-uh, I'm changing (stop! stop! we'll do it again)"
88,Rhythm and Blues,Ray Charles,What'd I S,"Wait a minute, wait a minute, oh hold it! Hold it! Hold it!"
89,Rhythm and Blues,Ray Charles,What'd I S,Hey (hey) ho (ho) hey (hey) ho (ho) hey (hey) ho (ho) hey
90,Rhythm and Blues,Ray Charles,What'd I S,Oh one more time (just one more time)
91,Rhythm and Blues,Ray Charles,What'd I S,Say it one more time right now (just one more time)
92,Rhythm and Blues,Ray Charles,What'd I S,Say it one more time now (just one more time)
93,Rhythm and Blues,Ray Charles,What'd I S,Say it one more time yeah (just one more time)
94,Rhythm and Blues,Ray Charles,What'd I S,Say it one more time (just one more time)
95,Rhythm and Blues,Ray Charles,What'd I S,Say it one more time yeah (just one more time)
97,Rhythm and Blues,Ray Charles,What'd I S,Hey (hey) ho (ho) hey (hey) ho (ho) hey (hey) ho (ho) hey
98,Rhythm and Blues,Ray Charles,What'd I S,Ah! Make me feel so good (make me feel so good)
99,Rhythm and Blues,Ray Charles,What'd I S,Make me feel so good now yeah (make me feel so good)
100,Rhythm and Blues,Ray Charles,What'd I S,Woah! Baby (make me feel so good)
101,Rhythm and Blues,Ray Charles,What'd I S,Make me feel so good yeah (make me feel so good)
102,Rhythm and Blues,Ray Charles,What'd I S,Make me feel so good (make me feel so good)
103,Rhythm and Blues,Ray Charles,What'd I S,Make me feel so good yeah (make me feel so good)
104,Rhythm and Blues,Ray Charles,What'd I S,Huh (huh) ho (ho) huh (huh) ho (ho) huh (huh) ho (ho) huh
105,Rhythm and Blues,Ray Charles,What'd I S,Awh it's all right (baby it's all right)
106,Rhythm and Blues,Ray Charles,What'd I S,Said that it's all right right now (baby it's all right)
107,Rhythm and Blues,Ray Charles,What'd I S,Said that it's all right (baby it's all right)
108,Rhythm and Blues,Ray Charles,What'd I S,Said that it's all right yeah (baby it's all right)
109,Rhythm and Blues,Ray Charles,What'd I S,Said that it's all right (baby it's all right)
110,Rhythm and Blues,Ray Charles,What'd I S,Said that it's all right (baby it's all right)
112,Rhythm and Blues,Ray Charles,What'd I S,Woah! Shake that thing now (baby shake that thing)
113,Rhythm and Blues,Ray Charles,What'd I S,Baby shake that thing now now (baby shake that thing)
114,Rhythm and Blues,Ray Charles,What'd I S,Baby shake that thing (baby shake that thing)
115,Rhythm and Blues,Ray Charles,What'd I S,Baby shake that thing right now (baby shake that thing)
116,Rhythm and Blues,Ray Charles,What'd I S,Baby shake that thing (baby shake that thing)
117,Rhythm and Blues,Ray Charles,What'd I S,Baby shake that thing (baby shake that thing)
118,Rhythm and Blues,Ray Charles,What'd I S,Woah! I feel all right now yeah (make me feel all right)
119,Rhythm and Blues,Ray Charles,What'd I S,Said I feel all right now (make me feel all right)
120,Rhythm and Blues,Ray Charles,What'd I S,Woooah! (make me feel all right)
121,Rhythm and Blues,Ray Charles,What'd I S,Tell you I feel all right (make me feel all right)
122,Rhythm and Blues,Ray Charles,What'd I S,Said I feel all right (make me feel all right)
123,Rhythm and Blues,Ray Charles,What'd I S,Baby I feel all right (make me feel all right)
125,Rhythm and Blues,James Brown,Papa's Got A Brand New B,Come here sister Papa's in the swing
126,Rhythm and Blues,James Brown,Papa's Got A Brand New B,He ain't too hip about that new breed babe
127,Rhythm and Blues,James Brown,Papa's Got A Brand New B,He ain't no drag Papa's got a brand new bag
129,Rhythm and Blues,James Brown,Papa's Got A Brand New B,Come here Mama and dig this crazy scene
130,Rhythm and Blues,James Brown,Papa's Got A Brand New B,He's not too fancy but his line is pretty clean
131,Rhythm and Blues,James Brown,Papa's Got A Brand New B,He ain't no drag Papa's got a brand new bag
133,Rhythm and Blues,James Brown,Papa's Got A Brand New B,"He's doing the Jerk, he's doing the Fly"
134,Rhythm and Blues,James Brown,Papa's Got A Brand New B,Don't play him cheap 'cause you know he ain't shy
135,Rhythm and Blues,James Brown,Papa's Got A Brand New B,"He's doing the Monkey, the Mashed Potatoes, Jump back Jack"
136,Rhythm and Blues,James Brown,Papa's Got A Brand New B,See you later alligator
138,Rhythm and Blues,James Brown,Papa's Got A Brand New B,Come here sister Papa's in the swing
139,Rhythm and Blues,James Brown,Papa's Got A Brand New B,He ain't too hip now but I can dig that new breed babe
140,Rhythm and Blues,James Brown,Papa's Got A Brand New B,"He ain't no drag, he's got a brand new bag"
142,Rhythm and Blues,James Brown,Papa's Got A Brand New B,"Oh papa! He's doing the Jerk, Papa, he's doing the Jerk"
143,Rhythm and Blues,James Brown,Papa's Got A Brand New B,He's doing the twist just like this
144,Rhythm and Blues,James Brown,Papa's Got A Brand New B,He's doing the Fly ev'ry day and ev'ry night
145,Rhythm and Blues,James Brown,Papa's Got A Brand New B,The thing's like the Boomerang
147,Rhythm and Blues,James Brown,Papa's Got A Brand New B,"Hey, come on"
148,Rhythm and Blues,James Brown,Papa's Got A Brand New B,"Hey, hey come on"
149,Rhythm and Blues,James Brown,Papa's Got A Brand New B,"Hey, hey, he's set you up tight"
150,Rhythm and Blues,James Brown,Papa's Got A Brand New B,Out of sight
152,Rhythm and Blues,James Brown,Papa's Got A Brand New B,"Come on, see what you know"
153,Rhythm and Blues,James Brown,Papa's Got A Brand New B,"Come on, see what you know"
154,Rhythm and Blues,James Brown,Papa's Got A Brand New B,I just want you
155,Rhythm and Blues,James Brown,Papa's Got A Brand New B,Incomprehensible
157,Rhythm and Blues,James Brown,Papa's Got A Brand New B,"Now let me, now let me tell you what to do"
158,Rhythm and Blues,James Brown,Papa's Got A Brand New B,"He's doing the Jerk, he's doing the Fly"
159,Rhythm and Blues,James Brown,Papa's Got A Brand New B,Don't play him cheap 'cuse you know he ain't shy
160,Rhythm and Blues,James Brown,Papa's Got A Brand New B,"Doing the Monkey, the Mashed Potatoes, Jump back Jack"
161,Rhythm and Blues,James Brown,Papa's Got A Brand New B,See you later alligator
163,Rhythm and Blues,James Brown,Papa's Got A Brand New B,Come here sister
165,Rhythm and Blues,Big Joe Turner,Shake Rattle and Ro,"Get outta that bed, wash your face and hands"
166,Rhythm and Blues,Big Joe Turner,Shake Rattle and Ro,"Get outta that bed, wash your face and hands"
167,Rhythm and Blues,Big Joe Turner,Shake Rattle and Ro,"Well, you get in that kitchen, make some noise with the pots 'n pans"
169,Rhythm and Blues,Big Joe Turner,Shake Rattle and Ro,"Way you wear those dresses, the sun comes shinin' through"
170,Rhythm and Blues,Big Joe Turner,Shake Rattle and Ro,"Way you wear those dresses, the sun comes shinin' through"
171,Rhythm and Blues,Big Joe Turner,Shake Rattle and Ro,"I can't believe my eyes, all that mess belongs to you"
173,Rhythm and Blues,Big Joe Turner,Shake Rattle and Ro,I believe to the soul you're the devil and now I know
174,Rhythm and Blues,Big Joe Turner,Shake Rattle and Ro,I believe to the soul you're the devil and now I know
175,Rhythm and Blues,Big Joe Turner,Shake Rattle and Ro,"Well, the more I work, the faster my money goes"
177,Rhythm and Blues,Big Joe Turner,Shake Rattle and Ro,"I said shake, rattle and roll, shake, rattle and roll"
178,Rhythm and Blues,Big Joe Turner,Shake Rattle and Ro,"Shake, rattle and roll, shake, rattle and roll"
179,Rhythm and Blues,Big Joe Turner,Shake Rattle and Ro,"Well, you won't do right to save your doggone soul"
180,Rhythm and Blues,Big Joe Turner,Shake Rattle and Ro,Alright
182,Rhythm and Blues,Big Joe Turner,Shake Rattle and Ro,I'm like a one-eyed cat peepin' in a seafood store
183,Rhythm and Blues,Big Joe Turner,Shake Rattle and Ro,I'm like a one-eyed cat peepin' in a seafood store
184,Rhythm and Blues,Big Joe Turner,Shake Rattle and Ro,"Well, I can look at you till you ain't no child no more"
186,Rhythm and Blues,Big Joe Turner,Shake Rattle and Ro,"Shake shake, rattle and roll, shake shake, rattle and roll"
187,Rhythm and Blues,Big Joe Turner,Shake Rattle and Ro,"Yeah yeah, rattle and roll, yeah yeah, rattle and roll"
188,Rhythm and Blues,Big Joe Turner,Shake Rattle and Ro,You won't do nothin' to save your doggone soul
189,Rhythm and Blues,Big Joe Turner,Shake Rattle and Ro,"Shake, rattle and roll roll roll roll"
191,Rhythm and Blues,Little Richard,Long Tall Sal,I'm gonna tell Aunt Mary about Uncle John
192,Rhythm and Blues,Little Richard,Long Tall Sal,"He claims he has the music, but he has a lot of fun"
194,Rhythm and Blues,Little Richard,Long Tall Sal,"Oh baby, yes, baby"
195,Rhythm and Blues,Little Richard,Long Tall Sal,"Ooh baby, havin' me some fun tonight, yeah"
197,Rhythm and Blues,Little Richard,Long Tall Sal,"Well, long tall Sally, she's built for speed"
198,Rhythm and Blues,Little Richard,Long Tall Sal,She got everything that Uncle John need
200,Rhythm and Blues,Little Richard,Long Tall Sal,"Oh baby, yes, baby"
201,Rhythm and Blues,Little Richard,Long Tall Sal,"Ooh baby, havin' me some fun tonight, yeah"
203,Rhythm and Blues,Little Richard,Long Tall Sal,"Well, I saw Uncle John with bald head Sally"
204,Rhythm and Blues,Little Richard,Long Tall Sal,He saw Aunt Mary comin' and he ducked back in the alley
206,Rhythm and Blues,Little Richard,Long Tall Sal,"Oh baby, yes, baby"
207,Rhythm and Blues,Little Richard,Long Tall Sal,"Ooh baby, havin' me some fun tonight, yeah"
209,Rhythm and Blues,Little Richard,Long Tall Sal,"Well, long tall Sally, she's built for speed"
210,Rhythm and Blues,Little Richard,Long Tall Sal,She got everything that Uncle John needs
212,Rhythm and Blues,Little Richard,Long Tall Sal,"Oh baby, yes, baby"
213,Rhythm and Blues,Little Richard,Long Tall Sal,"Ooh baby, havin' me some fun tonight, yeah"
215,Rhythm and Blues,Little Richard,Long Tall Sal,"Well, I saw Uncle John with bald head Sally"
216,Rhythm and Blues,Little Richard,Long Tall Sal,He saw Aunt Mary comin' and he ducked back in the alley
218,Rhythm and Blues,Little Richard,Long Tall Sal,"Oh baby, yes, baby"
219,Rhythm and Blues,Little Richard,Long Tall Sal,"Ooh baby, havin' me some fun tonight, yeah"
221,Rhythm and Blues,Little Richard,Long Tall Sal,We're gonna have some fun tonight
222,Rhythm and Blues,Little Richard,Long Tall Sal,We're gonna have some fun tonight
224,Rhythm and Blues,Little Richard,Long Tall Sal,"Ooh, Have some fun tonight"
225,Rhythm and Blues,Little Richard,Long Tall Sal,Every thing's all right
227,Rhythm and Blues,Little Richard,Long Tall Sal,Have some fun
228,Rhythm and Blues,Little Richard,Long Tall Sal,Have me some fun tonight
230,Rhythm and Blues,Otis Redding,(Sitting On The) Dock Of The B,Sitting in the morning sun
231,Rhythm and Blues,Otis Redding,(Sitting On The) Dock Of The B,I'll be sitting when the evening come
232,Rhythm and Blues,Otis Redding,(Sitting On The) Dock Of The B,Watching the ships roll in
233,Rhythm and Blues,Otis Redding,(Sitting On The) Dock Of The B,"And I'll watch 'em roll away again, yeah"
235,Rhythm and Blues,Otis Redding,(Sitting On The) Dock Of The B,I'm sitting on the dock of the bay
236,Rhythm and Blues,Otis Redding,(Sitting On The) Dock Of The B,"Watching the tide roll away, ooh"
237,Rhythm and Blues,Otis Redding,(Sitting On The) Dock Of The B,I'm just sitting on the dock of the bay
238,Rhythm and Blues,Otis Redding,(Sitting On The) Dock Of The B,Wasting time
240,Rhythm and Blues,Otis Redding,(Sitting On The) Dock Of The B,I left my home in Georgia
241,Rhythm and Blues,Otis Redding,(Sitting On The) Dock Of The B,Headed for the Frisco bay
242,Rhythm and Blues,Otis Redding,(Sitting On The) Dock Of The B,I have nothing to live for
243,Rhythm and Blues,Otis Redding,(Sitting On The) Dock Of The B,Look like nothings gonna come my way
245,Rhythm and Blues,Otis Redding,(Sitting On The) Dock Of The B,So I'm just go sit on the dock of the bay
246,Rhythm and Blues,Otis Redding,(Sitting On The) Dock Of The B,Watching the tide roll away
247,Rhythm and Blues,Otis Redding,(Sitting On The) Dock Of The B,I'm sitting on the dock of the bay
248,Rhythm and Blues,Otis Redding,(Sitting On The) Dock Of The B,Wasting time
250,Rhythm and Blues,Otis Redding,(Sitting On The) Dock Of The B,Look like nothing's gonna change
251,Rhythm and Blues,Otis Redding,(Sitting On The) Dock Of The B,Everything still remain the same
252,Rhythm and Blues,Otis Redding,(Sitting On The) Dock Of The B,I can't do what ten people tell me to do
253,Rhythm and Blues,Otis Redding,(Sitting On The) Dock Of The B,"So I guess, I'll remain the same, yes"
255,Rhythm and Blues,Otis Redding,(Sitting On The) Dock Of The B,"<span class=""iComment"" data-chunk-id=""6048"" href=""http://www.songlyrics.com/annot-6048"">Sitting here resting my bones"
256,Rhythm and Blues,Otis Redding,(Sitting On The) Dock Of The B,"And this loneliness won't leave me alone, yes"
257,Rhythm and Blues,Otis Redding,(Sitting On The) Dock Of The B,Two thousand miles I roam
258,Rhythm and Blues,Otis Redding,(Sitting On The) Dock Of The B,Just to make this dock my home</span>
260,Rhythm and Blues,Otis Redding,(Sitting On The) Dock Of The B,Now I'm just go sit at the dock of the bay
261,Rhythm and Blues,Otis Redding,(Sitting On The) Dock Of The B,"Watching the tide roll away, ooh"
262,Rhythm and Blues,Otis Redding,(Sitting On The) Dock Of The B,Sitting on the dock of the bay
263,Rhythm and Blues,Otis Redding,(Sitting On The) Dock Of The B,Wasting time
265,Rhythm and Blues,Chuck Berry,Maybelle,Chuck Berry
266,Rhythm and Blues,Chuck Berry,Maybelle,Miscellaneous
267,Rhythm and Blues,Chuck Berry,Maybelle,Maybellene
268,Rhythm and Blues,Chuck Berry,Maybelle,"Maybellene, why can't you be true?"
269,Rhythm and Blues,Chuck Berry,Maybelle,"Oh maybellene, why can't you be true?"
270,Rhythm and Blues,Chuck Berry,Maybelle,You've started back doing the things you used to do.
272,Rhythm and Blues,Chuck Berry,Maybelle,As i was motivatin' over the hill
273,Rhythm and Blues,Chuck Berry,Maybelle,I saw maybellene in a coup de ville.
274,Rhythm and Blues,Chuck Berry,Maybelle,"A cadillac a-rollin' on the open road,"
275,Rhythm and Blues,Chuck Berry,Maybelle,Nothin' will outrun my v8 ford.
276,Rhythm and Blues,Chuck Berry,Maybelle,"The cadillac doin' 'bout ninety-five,"
277,Rhythm and Blues,Chuck Berry,Maybelle,She's bumper to bumber rollin' side by side.
279,Rhythm and Blues,Chuck Berry,Maybelle,"Maybellene, why can't you be true?"
280,Rhythm and Blues,Chuck Berry,Maybelle,"Oh maybellene, why can't you be true?"
281,Rhythm and Blues,Chuck Berry,Maybelle,You've started back doing the things you used to do.
283,Rhythm and Blues,Chuck Berry,Maybelle,"Pink in the mirror on top of the hill,"
284,Rhythm and Blues,Chuck Berry,Maybelle,It's just like swallowin' up a medicine pill.
285,Rhythm and Blues,Chuck Berry,Maybelle,First thing i saw that cadillac grille
286,Rhythm and Blues,Chuck Berry,Maybelle,Doin' a hundred and ten gallopin' over that hill.
287,Rhythm and Blues,Chuck Berry,Maybelle,"Offhill curve, a downhill strecth,"
288,Rhythm and Blues,Chuck Berry,Maybelle,Me and that cadillac neck by neck.
290,Rhythm and Blues,Chuck Berry,Maybelle,"Maybellene, why can't you be true?"
291,Rhythm and Blues,Chuck Berry,Maybelle,"Oh maybellene, why can't you be true?"
292,Rhythm and Blues,Chuck Berry,Maybelle,You've started back doing the things you used to do.
294,Rhythm and Blues,Chuck Berry,Maybelle,"The cadillac pulled up ahead of the ford,"
295,Rhythm and Blues,Chuck Berry,Maybelle,The ford got hot and wouldn't do no more.
296,Rhythm and Blues,Chuck Berry,Maybelle,"It then got clody and it started to rain,"
297,Rhythm and Blues,Chuck Berry,Maybelle,I tooted my horn for a passin' lead
298,Rhythm and Blues,Chuck Berry,Maybelle,"The rain water blowin' all under my hood,"
299,Rhythm and Blues,Chuck Berry,Maybelle,I knew that was doin' my motor good.
301,Rhythm and Blues,Chuck Berry,Maybelle,"Maybellene, why can't you be true?"
302,Rhythm and Blues,Chuck Berry,Maybelle,"Oh maybellene, why can't you be true?"
303,Rhythm and Blues,Chuck Berry,Maybelle,You've started back doing the things you used to do.
305,Rhythm and Blues,Chuck Berry,Maybelle,"The motor cooled down, the heat went down"
306,Rhythm and Blues,Chuck Berry,Maybelle,And that's when i heard that highway sound.
307,Rhythm and Blues,Chuck Berry,Maybelle,The cadillac a-sittin' like a ton of lead
308,Rhythm and Blues,Chuck Berry,Maybelle,A hundred and ten a half a mile ahead.
309,Rhythm and Blues,Chuck Berry,Maybelle,The cadillac lookin' like it's sittin' still
310,Rhythm and Blues,Chuck Berry,Maybelle,And i caught maybellene at the top of the hill.
312,Rhythm and Blues,Chuck Berry,Maybelle,"Maybellene, why can't you be true?"
313,Rhythm and Blues,Chuck Berry,Maybelle,"Oh maybellene, why can't you be true?"
314,Rhythm and Blues,Chuck Berry,Maybelle,You've started back doing the things you used to do.
316,Rhythm and Blues,The Temptations,My Gi,I've got sunshine
317,Rhythm and Blues,The Temptations,My Gi,On a cloudy day
318,Rhythm and Blues,The Temptations,My Gi,When it's cold outside
319,Rhythm and Blues,The Temptations,My Gi,I've got the moth of may
320,Rhythm and Blues,The Temptations,My Gi,"Well, I guess you say"
321,Rhythm and Blues,The Temptations,My Gi,What can make me feel this way
322,Rhythm and Blues,The Temptations,My Gi,"My girl, Talkin bout my girl"
323,Rhythm and Blues,The Temptations,My Gi,My girl
324,Rhythm and Blues,The Temptations,My Gi,I've got so much honey
325,Rhythm and Blues,The Temptations,My Gi,The bees envy me
326,Rhythm and Blues,The Temptations,My Gi,I've got a sweeter song
327,Rhythm and Blues,The Temptations,My Gi,Than the birds in the trees
328,Rhythm and Blues,The Temptations,My Gi,"Well, I guess you say"
329,Rhythm and Blues,The Temptations,My Gi,what can make me feel this way
330,Rhythm and Blues,The Temptations,My Gi,"My girl, Talkin bout my girl"
331,Rhythm and Blues,The Temptations,My Gi,My girl
332,Rhythm and Blues,The Temptations,My Gi,I don't need no money
333,Rhythm and Blues,The Temptations,My Gi,Fortune or fame
334,Rhythm and Blues,The Temptations,My Gi,I got all the riches Baby
335,Rhythm and Blues,The Temptations,My Gi,One man can claim
336,Rhythm and Blues,The Temptations,My Gi,"Well, I guess you say"
337,Rhythm and Blues,The Temptations,My Gi,What can make me feel this way
338,Rhythm and Blues,The Temptations,My Gi,"My girl, Talkin bout my girl"
339,Rhythm and Blues,The Temptations,My Gi,My girl
340,Rhythm and Blues,The Temptations,My Gi,I got sunshine on a cloudy day
341,Rhythm and Blues,The Temptations,My Gi,With my girl
342,Rhythm and Blues,The Temptations,My Gi,I've even got the month of May
343,Rhythm and Blues,The Temptations,My Gi,with my girl
344,Rhythm and Blues,The Temptations,My Gi,"Talkin bout, Talkin bout my girl"
345,Rhythm and Blues,The Temptations,My Gi,My girl
346,Rhythm and Blues,The Temptations,My Gi,All I can talk about is my girl
347,Rhythm and Blues,The Temptations,My Gi,My girl
349,Rhythm and Blues,Fats Domino,Blueberry Hi,I found my thrill
350,Rhythm and Blues,Fats Domino,Blueberry Hi,On Blueberry Hill
351,Rhythm and Blues,Fats Domino,Blueberry Hi,On Blueberry Hill
352,Rhythm and Blues,Fats Domino,Blueberry Hi,When I found you
354,Rhythm and Blues,Fats Domino,Blueberry Hi,The moon stood still
355,Rhythm and Blues,Fats Domino,Blueberry Hi,On Blueberry Hill
356,Rhythm and Blues,Fats Domino,Blueberry Hi,And lingered until
357,Rhythm and Blues,Fats Domino,Blueberry Hi,My dream came true
359,Rhythm and Blues,Fats Domino,Blueberry Hi,The wind in the willow played
360,Rhythm and Blues,Fats Domino,Blueberry Hi,Love's sweet melody
361,Rhythm and Blues,Fats Domino,Blueberry Hi,But all of those vows we made
362,Rhythm and Blues,Fats Domino,Blueberry Hi,Were never to be
364,Rhythm and Blues,Fats Domino,Blueberry Hi,Though we're apart
365,Rhythm and Blues,Fats Domino,Blueberry Hi,You're part of me still
366,Rhythm and Blues,Fats Domino,Blueberry Hi,For you were my thrill
367,Rhythm and Blues,Fats Domino,Blueberry Hi,On Blueberry Hill
369,Rhythm and Blues,Fats Domino,Blueberry Hi,The wind in the willow played
370,Rhythm and Blues,Fats Domino,Blueberry Hi,Love's sweet melody
371,Rhythm and Blues,Fats Domino,Blueberry Hi,But all of those vows we made
372,Rhythm and Blues,Fats Domino,Blueberry Hi,Were never to be
374,Rhythm and Blues,Fats Domino,Blueberry Hi,Though we're apart
375,Rhythm and Blues,Fats Domino,Blueberry Hi,You're part of me still
376,Rhythm and Blues,Fats Domino,Blueberry Hi,For you were my thrill
377,Rhythm and Blues,Fats Domino,Blueberry Hi,On Blueberry Hill
379,Rhythm and Blues,The Isley Brothers,It's Your Thi,It's your thing
380,Rhythm and Blues,The Isley Brothers,It's Your Thi,Do what you wanna do
381,Rhythm and Blues,The Isley Brothers,It's Your Thi,I can't tell you
382,Rhythm and Blues,The Isley Brothers,It's Your Thi,Who to sock it to
384,Rhythm and Blues,The Isley Brothers,It's Your Thi,It's your thing
385,Rhythm and Blues,The Isley Brothers,It's Your Thi,Do what you wanna do now
386,Rhythm and Blues,The Isley Brothers,It's Your Thi,I can't tell you
387,Rhythm and Blues,The Isley Brothers,It's Your Thi,Who to sock it to
389,Rhythm and Blues,The Isley Brothers,It's Your Thi,"If you want me to love you, maybe I will"
390,Rhythm and Blues,The Isley Brothers,It's Your Thi,"I need you woman, it ain't no big deal"
